Category,City,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Profit,Profit Ratio,Quantity,Sales,Order Year,Order Month
Furniture,Clinton,Odella Nelson,DAX,2013-12-02,CA-2011-154095,20735,"DAX Metal Frame, Desktop, Stepped-Edge",East,Corporate,2013-12-07,Standard Class,Maryland,Furnishings,0.00,24.00,0.39,3,61.00,2013,12
Office Supplies,Clinton,Odella Nelson,Xerox,2013-12-02,CA-2011-154095,20735,Xerox 1942,East,Corporate,2013-12-07,Standard Class,Maryland,Paper,0.00,73.00,0.50,3,147.00,2013,12
Furniture,Clinton,Odella Nelson,Global,2013-12-02,CA-2011-154095,20735,"Global Stack Chair with Arms, Black",East,Corporate,2013-12-07,Standard Class,Maryland,Chairs,0.00,65.00,0.27,8,240.00,2013,12
Office Supplies,Clinton,Odella Nelson,Avery,2013-12-02,CA-2011-154095,20735,Avery 509,East,Corporate,2013-12-07,Standard Class,Maryland,Labels,0.00,7.00,0.46,6,16.00,2013,12
Technology,Sandy Springs,Elizabeth Moffitt,Kingston,2013-12-02,CA-2011-103807,30328,Kingston Digital DataTraveler 8GB USB 2.0,South,Corporate,2013-12-09,Standard Class,Georgia,Accessories,0.00,1.00,0.14,1,6.00,2013,12
Office Supplies,Sandy Springs,Elizabeth Moffitt,Other,2013-12-02,CA-2011-103807,30328,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",South,Corporate,2013-12-09,Standard Class,Georgia,Paper,0.00,7.00,0.47,3,15.00,2013,12
Technology,Oklahoma City,Nathan Gelder,Jabra,2013-12-03,CA-2011-122749,73120,Jabra Supreme Plus Driver Edition Headset,Central,Consumer,2013-12-09,Standard Class,Oklahoma,Phones,0.00,134.00,0.28,4,480.00,2013,12
Office Supplies,Saint Louis,Matthew Clasen,Xerox,2013-12-03,CA-2011-164861,63116,Xerox 214,Central,Corporate,2013-12-06,Second Class,Missouri,Paper,0.00,12.00,0.48,4,26.00,2013,12
Technology,New York City,Cathy Prescott,Plantronics,2013-12-04,CA-2011-127187,10024,Plantronics Voyager Pro HD - Bluetooth Headset,East,Corporate,2013-12-08,Standard Class,New York,Phones,0.00,62.00,0.48,2,130.00,2013,12
Office Supplies,Gilbert,Brendan Sweed,Hunt,2013-12-05,CA-2011-106376,85234,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",West,Corporate,2013-12-10,Standard Class,Arizona,Art,0.20,111.00,0.10,8,1113.00,2013,12
Technology,Gilbert,Brendan Sweed,Other,2013-12-05,CA-2011-106376,85234,netTALK DUO VoIP Telephone Service,West,Corporate,2013-12-10,Standard Class,Arizona,Phones,0.20,63.00,0.38,4,168.00,2013,12
Office Supplies,Decatur,David Kendrick,Tenex,2013-12-05,CA-2011-166191,62521,"Tenex File Box, Personal Filing Tote with Lid, Black",Central,Corporate,2013-12-09,Second Class,Illinois,Storage,0.20,2.00,0.08,2,25.00,2013,12
Technology,Decatur,David Kendrick,Imation,2013-12-05,CA-2011-166191,62521,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Central,Corporate,2013-12-09,Second Class,Illinois,Accessories,0.20,77.00,0.19,7,409.00,2013,12
Office Supplies,Alexandria,Roy Collins,Other,2013-12-05,CA-2011-138296,22304,Recycled Eldon Regeneration Jumbo File,South,Consumer,2013-12-12,Standard Class,Virginia,Storage,0.00,7.00,0.28,2,25.00,2013,12
Office Supplies,Philadelphia,Nona Balk,Other,2013-12-05,CA-2011-125542,19134,Cameo Buff Policy Envelopes,East,Corporate,2013-12-07,First Class,Pennsylvania,Envelopes,0.20,118.00,0.34,7,348.00,2013,12
Office Supplies,Philadelphia,Nona Balk,Fellowes,2013-12-05,CA-2011-125542,19134,Fellowes Bankers Box Recycled Super Stor/Drawer,East,Corporate,2013-12-07,First Class,Pennsylvania,Storage,0.20,-30.00,-0.18,4,173.00,2013,12
Office Supplies,Columbus,Erin Ashbrook,Xerox,2013-12-05,CA-2011-151162,43229,Xerox 1893,East,Corporate,2013-12-09,Standard Class,Ohio,Paper,0.20,36.00,0.36,3,98.00,2013,12
Office Supplies,Columbus,Erin Ashbrook,Other,2013-12-05,CA-2011-151162,43229,Large Capacity Hanging Post Binders,East,Corporate,2013-12-09,Standard Class,Ohio,Binders,0.70,-24.00,-0.80,4,30.00,2013,12
Office Supplies,Columbus,Erin Ashbrook,Other,2013-12-05,CA-2011-151162,43229,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",East,Corporate,2013-12-09,Standard Class,Ohio,Paper,0.20,6.00,0.33,3,17.00,2013,12
Technology,Columbus,Erin Ashbrook,Other,2013-12-05,CA-2011-151162,43229,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,East,Corporate,2013-12-09,Standard Class,Ohio,Phones,0.40,-9.00,-0.25,1,37.00,2013,12
Technology,Columbus,Erin Ashbrook,Panasonic,2013-12-05,CA-2011-151162,43229,Panasonic KX T7736-B Digital phone,East,Corporate,2013-12-09,Standard Class,Ohio,Phones,0.40,-45.00,-0.25,2,180.00,2013,12
Office Supplies,Los Angeles,Rob Lucas,Prang,2013-12-05,CA-2011-133830,90045,Prang Colored Pencils,West,Consumer,2013-12-10,Standard Class,California,Art,0.00,12.00,0.45,9,26.00,2013,12
Office Supplies,Los Angeles,Rob Lucas,Xerox,2013-12-05,CA-2011-133830,90045,Xerox 1933,West,Consumer,2013-12-10,Standard Class,California,Paper,0.00,23.00,0.47,4,49.00,2013,12
Office Supplies,Los Angeles,Rob Lucas,Advantus,2013-12-05,CA-2011-133830,90045,Advantus Plastic Paper Clips,West,Consumer,2013-12-10,Standard Class,California,Fasteners,0.00,7.00,0.48,3,15.00,2013,12
Office Supplies,Los Angeles,Joni Blumstein,Fellowes,2013-12-05,CA-2011-150203,90032,Fellowes 8 Outlet Superior Workstation Surge Protector,West,Consumer,2013-12-07,First Class,California,Appliances,0.00,73.00,0.29,6,250.00,2013,12
Furniture,Houston,Luke Foster,Other,2013-12-06,CA-2011-110030,77095,12-1/2 Diameter Round Wall Clock,Central,Consumer,2013-12-08,Second Class,Texas,Furnishings,0.60,-14.00,-0.60,3,24.00,2013,12
Office Supplies,Springfield,Ryan Crowe,Other,2013-12-06,US-2011-112872,97477,File Shuttle I and Handi-File,West,Consumer,2013-12-11,Second Class,Oregon,Storage,0.20,5.00,0.09,3,53.00,2013,12
Furniture,Springfield,Ryan Crowe,Chromcraft,2013-12-06,US-2011-112872,97477,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",West,Consumer,2013-12-11,Second Class,Oregon,Tables,0.50,-171.00,-0.62,1,275.00,2013,12
Office Supplies,Chicago,Berenike Kampe,Bionaire,2013-12-06,US-2011-140452,60610,Bionaire 99.97% HEPA Air Cleaner,Central,Consumer,2013-12-10,Standard Class,Illinois,Appliances,0.80,-32.00,-2.25,4,14.00,2013,12
Furniture,Chicago,Berenike Kampe,KI,2013-12-06,US-2011-140452,60610,KI Adjustable-Height Table,Central,Consumer,2013-12-10,Standard Class,Illinois,Tables,0.50,-120.00,-0.56,5,215.00,2013,12
Technology,Chicago,Berenike Kampe,Other,2013-12-06,US-2011-140452,60610,Shocksock Galaxy S4 Armband,Central,Consumer,2013-12-10,Standard Class,Illinois,Phones,0.20,-7.00,-0.20,4,35.00,2013,12
Furniture,Chicago,Berenike Kampe,Nu-Dell,2013-12-06,US-2011-140452,60610,Nu-Dell Float Frame 11 x 14 1/2,Central,Consumer,2013-12-10,Standard Class,Illinois,Furnishings,0.60,-5.00,-0.45,3,11.00,2013,12
Office Supplies,Chicago,Berenike Kampe,Ibico,2013-12-06,US-2011-140452,60610,Ibico Covers for Plastic or Wire Binding Elements,Central,Consumer,2013-12-10,Standard Class,Illinois,Binders,0.80,-8.00,-1.75,2,5.00,2013,12
Office Supplies,Chicago,Berenike Kampe,Rogers,2013-12-06,US-2011-140452,60610,Rogers Deluxe File Chest,Central,Consumer,2013-12-10,Standard Class,Illinois,Storage,0.20,-8.00,-0.24,2,35.00,2013,12
Office Supplies,Los Angeles,Roland Schwarz,Standard,2013-12-06,CA-2011-106726,90008,Standard Rollaway File with Lock,West,Corporate,2013-12-08,First Class,California,Storage,0.00,328.00,0.26,7,1261.00,2013,12
Office Supplies,Memphis,Barry Gonzalez,Xerox,2013-12-06,CA-2011-155390,38109,Xerox 1909,South,Consumer,2013-12-11,Standard Class,Tennessee,Paper,0.20,14.00,0.33,2,42.00,2013,12
Office Supplies,Virginia Beach,Patrick O'Brill,Xerox,2013-12-07,CA-2011-159681,23464,Xerox 1909,South,Consumer,2013-12-13,Standard Class,Virginia,Paper,0.00,49.00,0.46,4,106.00,2013,12
Office Supplies,Los Angeles,Frank Preis,Newell,2013-12-07,CA-2011-138737,90049,Newell 32,West,Consumer,2013-12-10,First Class,California,Art,0.00,2.00,0.28,3,9.00,2013,12
Office Supplies,Seattle,Ann Steele,Advantus,2013-12-07,CA-2011-101392,98103,Advantus Rolling Drawer Organizers,West,Home Office,2013-12-13,Standard Class,Washington,Storage,0.00,70.00,0.26,7,269.00,2013,12
Office Supplies,San Francisco,Erica Hernandez,Other,2013-12-07,CA-2011-154592,94109,Green Bar Computer Printout Paper,West,Home Office,2013-12-08,First Class,California,Paper,0.00,81.00,0.49,3,165.00,2013,12
Office Supplies,Houston,Thomas Boland,Other,2013-12-08,CA-2011-104773,77041,"Companion Letter/Legal File, Black",Central,Corporate,2013-12-13,Standard Class,Texas,Storage,0.20,6.00,0.10,2,60.00,2013,12
Office Supplies,Salem,Tim Brockman,Avery,2013-12-08,CA-2011-129364,97301,Avery 499,West,Consumer,2013-12-13,Standard Class,Oregon,Labels,0.20,9.00,0.33,7,28.00,2013,12
Office Supplies,Salem,Tim Brockman,Acco,2013-12-08,CA-2011-129364,97301,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",West,Consumer,2013-12-13,Standard Class,Oregon,Binders,0.70,-5.00,-0.70,4,6.00,2013,12
Technology,Salem,Tim Brockman,Samsung,2013-12-08,CA-2011-129364,97301,Samsung HM1900 Bluetooth Headset,West,Consumer,2013-12-13,Standard Class,Oregon,Phones,0.20,20.00,0.38,3,53.00,2013,12
Office Supplies,Salem,Tim Brockman,Acco,2013-12-08,CA-2011-129364,97301,Acco Side-Punched Conventional Columnar Pads,West,Consumer,2013-12-13,Standard Class,Oregon,Supplies,0.20,-3.00,-0.19,5,14.00,2013,12
Technology,Salem,Tim Brockman,SanDisk,2013-12-08,CA-2011-129364,97301,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,West,Consumer,2013-12-13,Standard Class,Oregon,Accessories,0.20,-18.00,-0.18,10,104.00,2013,12
Office Supplies,Salem,Tim Brockman,Avery,2013-12-08,CA-2011-129364,97301,Avery 492,West,Consumer,2013-12-13,Standard Class,Oregon,Labels,0.20,4.00,0.33,5,12.00,2013,12
Office Supplies,Salem,Tim Brockman,Xerox,2013-12-08,CA-2011-129364,97301,Xerox 232,West,Consumer,2013-12-13,Standard Class,Oregon,Paper,0.20,4.00,0.35,2,10.00,2013,12
Office Supplies,Salem,Tim Brockman,Other,2013-12-08,CA-2011-129364,97301,Adjustable Personal File Tote,West,Consumer,2013-12-13,Standard Class,Oregon,Storage,0.20,3.00,0.08,3,39.00,2013,12
Office Supplies,Olympia,Jim Karlsson,Xerox,2013-12-08,CA-2011-135608,98502,Xerox 1964,West,Consumer,2013-12-10,Second Class,Washington,Paper,0.00,21.00,0.46,2,46.00,2013,12
Furniture,Olympia,Jim Karlsson,DMI,2013-12-08,CA-2011-135608,98502,DMI Arturo Collection Mission-style Design Wood Chair,West,Consumer,2013-12-10,Second Class,Washington,Chairs,0.20,45.00,0.08,5,604.00,2013,12
Furniture,San Francisco,Denny Joy,Luxo,2013-12-08,CA-2011-144071,94110,Luxo Economy Swing Arm Lamp,West,Corporate,2013-12-15,Standard Class,California,Furnishings,0.00,11.00,0.28,2,40.00,2013,12
Furniture,San Francisco,Denny Joy,DAX,2013-12-08,CA-2011-144071,94110,DAX Natural Wood-Tone Poster Frame,West,Corporate,2013-12-15,Standard Class,California,Furnishings,0.00,29.00,0.36,3,79.00,2013,12
Office Supplies,San Francisco,Cyma Kinney,Xerox,2013-12-09,CA-2011-104976,94122,Xerox 1987,West,Corporate,2013-12-16,Standard Class,California,Paper,0.00,17.00,0.49,6,35.00,2013,12
Office Supplies,Mesa,Dario Medina,Acco,2013-12-09,CA-2011-101175,85204,Acco Perma 3000 Stacking Storage Drawers,West,Corporate,2013-12-14,Standard Class,Arizona,Storage,0.20,-1.00,-0.01,6,101.00,2013,12
Office Supplies,Brownsville,Victoria Pisteka,Xerox,2013-12-09,CA-2011-109932,78521,Xerox 195,Central,Corporate,2013-12-11,First Class,Texas,Paper,0.20,4.00,0.35,2,11.00,2013,12
Office Supplies,Brownsville,Victoria Pisteka,Other,2013-12-09,CA-2011-109932,78521,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",Central,Corporate,2013-12-11,First Class,Texas,Storage,0.20,21.00,0.09,3,237.00,2013,12
Office Supplies,Chicago,Thomas Seio,Other,2013-12-09,CA-2011-169649,60653,Astroparche Fine Business Paper,Central,Corporate,2013-12-15,Standard Class,Illinois,Paper,0.20,3.00,0.35,2,8.00,2013,12
Office Supplies,Chicago,Thomas Seio,Tripp Lite,2013-12-09,CA-2011-169649,60653,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Central,Corporate,2013-12-15,Standard Class,Illinois,Appliances,0.80,-53.00,-2.60,2,20.00,2013,12
Office Supplies,Philadelphia,Frank Preis,Global,2013-12-09,CA-2011-138128,19134,Globe Weis Peel & Seel First Class Envelopes,East,Consumer,2013-12-15,Standard Class,Pennsylvania,Envelopes,0.20,10.00,0.31,3,31.00,2013,12
Technology,Philadelphia,Frank Preis,Canon,2013-12-09,CA-2011-138128,19134,Canon PC940 Copier,East,Consumer,2013-12-15,Standard Class,Pennsylvania,Copiers,0.40,126.00,0.12,4,1080.00,2013,12
Office Supplies,New York City,Sally Matthias,Adams,2013-12-10,CA-2011-148488,10009,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",East,Consumer,2013-12-15,Standard Class,New York,Paper,0.00,5.00,0.46,2,11.00,2013,12
Office Supplies,New York City,Sally Matthias,Poly,2013-12-10,CA-2011-148488,10009,Poly Designer Cover & Back,East,Consumer,2013-12-15,Standard Class,New York,Binders,0.20,37.00,0.35,7,106.00,2013,12
Furniture,Caldwell,Sally Hughsby,Office Star,2013-12-10,US-2011-112991,83605,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,West,Corporate,2013-12-14,Standard Class,Idaho,Chairs,0.20,4.00,0.01,3,338.00,2013,12
Office Supplies,Caldwell,Sally Hughsby,Xerox,2013-12-10,US-2011-112991,83605,Xerox 1931,West,Corporate,2013-12-14,Standard Class,Idaho,Paper,0.00,12.00,0.48,4,26.00,2013,12
Office Supplies,Caldwell,Sally Hughsby,Xerox,2013-12-10,US-2011-112991,83605,"Xerox Color Copier Paper, 11"" x 17"", Ream",West,Corporate,2013-12-14,Standard Class,Idaho,Paper,0.00,42.00,0.46,4,91.00,2013,12
Furniture,Fresno,Nora Preis,Hon,2013-12-12,CA-2011-168494,93727,Hon Non-Folding Utility Tables,West,Consumer,2013-12-14,Second Class,California,Tables,0.20,96.00,0.13,6,765.00,2013,12
Furniture,Fresno,Nora Preis,Bretford,2013-12-12,CA-2011-168494,93727,Bretford Rectangular Conference Table Tops,West,Consumer,2013-12-14,Second Class,California,Tables,0.20,135.00,0.04,12,3611.00,2013,12
Furniture,Fresno,Nora Preis,Bestar,2013-12-12,CA-2011-168494,93727,Bestar Classic Bookcase,West,Consumer,2013-12-14,Second Class,California,Bookcases,0.15,12.00,0.05,3,255.00,2013,12
Furniture,Concord,William Brown,Eldon,2013-12-12,CA-2011-141607,94521,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,West,Consumer,2013-12-17,Standard Class,California,Furnishings,0.00,4.00,0.10,1,43.00,2013,12
Office Supplies,San Antonio,Craig Yedwab,GBC,2013-12-12,US-2011-122959,78207,GBC DocuBind 300 Electric Binding Machine,Central,Corporate,2013-12-12,Same Day,Texas,Binders,0.80,-337.00,-1.60,2,210.00,2013,12
Furniture,Oakland,Logan Haushalter,Eldon,2013-12-12,CA-2011-113320,94601,"Eldon Image Series Desk Accessories, Burgundy",West,Consumer,2013-12-15,Second Class,California,Furnishings,0.00,5.00,0.36,3,13.00,2013,12
Office Supplies,Oakland,Logan Haushalter,Other,2013-12-12,CA-2011-113320,94601,Woodgrain Magazine Files by Perma,West,Consumer,2013-12-15,Second Class,California,Storage,0.00,1.00,0.07,3,9.00,2013,12
Furniture,Oakland,Logan Haushalter,Other,2013-12-12,CA-2011-113320,94601,Longer-Life Soft White Bulbs,West,Consumer,2013-12-15,Second Class,California,Furnishings,0.00,4.00,0.48,3,9.00,2013,12
Office Supplies,Miami,Philip Brown,Staple envelope,2013-12-12,CA-2011-107573,33178,Staple envelope,South,Consumer,2013-12-17,Standard Class,Florida,Envelopes,0.20,8.00,0.33,3,23.00,2013,12
Office Supplies,Los Angeles,Katherine Ducich,Other,2013-12-13,CA-2011-113579,90049,White GlueTop Scratch Pads,West,Consumer,2013-12-15,Second Class,California,Paper,0.00,42.00,0.46,6,90.00,2013,12
Office Supplies,Houston,Ralph Arnett,Acme,2013-12-13,CA-2011-154186,77070,Acme Value Line Scissors,Central,Consumer,2013-12-15,Second Class,Texas,Supplies,0.20,0.00,0.13,1,3.00,2013,12
Furniture,Chicago,Ellis Ballard,Howard Miller,2013-12-13,US-2011-102631,60623,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,Central,Corporate,2013-12-17,Standard Class,Illinois,Furnishings,0.60,-42.00,-0.45,3,94.00,2013,12
Furniture,Phoenix,Randy Ferguson,Electrix,2013-12-13,CA-2011-124079,85023,"Electrix Incandescent Magnifying Lamp, Black",West,Corporate,2013-12-17,Standard Class,Arizona,Furnishings,0.20,8.00,0.09,3,88.00,2013,12
Office Supplies,Phoenix,Randy Ferguson,Cardinal,2013-12-13,CA-2011-124079,85023,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",West,Corporate,2013-12-17,Standard Class,Arizona,Binders,0.70,-4.00,-0.80,2,5.00,2013,12
Office Supplies,Henderson,Kimberly Carter,ACCOHIDE,2013-12-13,CA-2011-129819,42420,"ACCOHIDE 3-Ring Binder, Blue, 1""",South,Corporate,2013-12-15,Second Class,Kentucky,Binders,0.00,6.00,0.47,3,12.00,2013,12
Office Supplies,Chicago,Joy Daniels,Avery,2013-12-14,CA-2011-148950,60610,Avery Heavy-Duty EZD View Binder with Locking Rings,Central,Consumer,2013-12-19,Standard Class,Illinois,Binders,0.80,-9.00,-1.70,4,5.00,2013,12
Office Supplies,Chicago,Joy Daniels,Other,2013-12-14,CA-2011-148950,60610,Assorted Color Push Pins,Central,Consumer,2013-12-19,Standard Class,Illinois,Fasteners,0.20,0.00,0.16,2,3.00,2013,12
Technology,Chicago,Joy Daniels,Belkin,2013-12-14,CA-2011-148950,60610,Belkin Standard 104 key USB Keyboard,Central,Consumer,2013-12-19,Standard Class,Illinois,Accessories,0.20,-2.00,-0.06,3,35.00,2013,12
Furniture,Deltona,Bryan Mills,Iceberg,2013-12-14,CA-2011-116568,32725,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",South,Consumer,2013-12-20,Standard Class,Florida,Chairs,0.20,14.00,0.08,4,186.00,2013,12
Office Supplies,Marion,Sung Shariari,Newell,2013-12-14,US-2011-123519,43302,Newell 35,East,Consumer,2013-12-21,Standard Class,Ohio,Art,0.20,0.00,0.11,1,3.00,2013,12
Furniture,Marion,Sung Shariari,Hon,2013-12-14,US-2011-123519,43302,Hon Rectangular Conference Tables,East,Consumer,2013-12-21,Standard Class,Ohio,Tables,0.40,-52.00,-0.38,1,137.00,2013,12
Technology,Marion,Sung Shariari,Plantronics,2013-12-14,US-2011-123519,43302,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,East,Consumer,2013-12-21,Standard Class,Ohio,Accessories,0.20,43.00,0.16,1,264.00,2013,12
Technology,New York City,Tom Boeckenhauer,Hewlett-Packard,2013-12-14,CA-2011-145541,10024,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",East,Consumer,2013-12-21,Standard Class,New York,Machines,0.00,2240.00,0.32,4,7000.00,2013,12
Office Supplies,Chicago,Cari Sayre,GBC,2013-12-14,CA-2011-130575,60623,GBC VeloBind Cover Sets,Central,Corporate,2013-12-16,First Class,Illinois,Binders,0.80,-14.00,-1.50,3,9.00,2013,12
Technology,El Paso,Mick Crebagga,Other,2013-12-15,CA-2011-101602,79907,ARKON Windshield Dashboard Air Vent Car Mount Holder,Central,Consumer,2013-12-18,First Class,Texas,Phones,0.20,-9.00,-0.23,3,41.00,2013,12
Furniture,El Paso,Mick Crebagga,Other,2013-12-15,CA-2011-101602,79907,"Lifetime Advantage Folding Chairs, 4/Carton",Central,Consumer,2013-12-18,First Class,Texas,Chairs,0.30,-22.00,-0.03,5,763.00,2013,12
Furniture,San Diego,Jas O'Carroll,Other,2013-12-15,CA-2011-116673,92037,Stackable Trays,West,Consumer,2013-12-19,Second Class,California,Furnishings,0.00,2.00,0.32,2,6.00,2013,12
Furniture,Chicago,Sung Pak,Dana,2013-12-15,CA-2011-119466,60623,Dana Swing-Arm Lamps,Central,Corporate,2013-12-21,Standard Class,Illinois,Furnishings,0.60,-7.00,-0.88,2,9.00,2013,12
Furniture,Philadelphia,Ed Braxton,Global,2013-12-15,CA-2011-129938,19140,"Global Wood Trimmed Manager's Task Chair, Khaki",East,Corporate,2013-12-17,Second Class,Pennsylvania,Chairs,0.30,-108.00,-0.24,7,446.00,2013,12
Office Supplies,Jacksonville,Kean Nguyen,Avery,2013-12-16,CA-2011-112718,32216,Avery Binder Labels,South,Corporate,2013-12-21,Standard Class,Florida,Binders,0.70,-1.00,-0.73,1,1.00,2013,12
Furniture,Los Angeles,Chad Cunningham,Executive Impressions,2013-12-16,CA-2011-136399,90049,"Executive Impressions 14"" Contract Wall Clock",West,Home Office,2013-12-17,First Class,California,Furnishings,0.00,15.00,0.33,2,44.00,2013,12
Furniture,Los Angeles,Chad Cunningham,DMI,2013-12-16,CA-2011-136399,90049,DMI Arturo Collection Mission-style Design Wood Chair,West,Home Office,2013-12-17,First Class,California,Chairs,0.20,18.00,0.08,2,242.00,2013,12
Technology,Los Angeles,Chad Cunningham,First Data,2013-12-16,CA-2011-136399,90049,First Data FD10 PIN Pad,West,Home Office,2013-12-17,First Class,California,Accessories,0.00,40.00,0.10,5,395.00,2013,12
Technology,Los Angeles,Chad Cunningham,GE,2013-12-16,CA-2011-136399,90049,GE 30524EE4,West,Home Office,2013-12-17,First Class,California,Phones,0.20,71.00,0.11,4,627.00,2013,12
